link,name,location,price,area,bhk,bathroom,area_type_x,id,property_name_address
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-paranjape-athena-bandra-east-western-mumbai-1748-sq-ft-spid-Z85534500,Paranjape Athena,"4 BHK Flat in Bandra East, Mumbai",₹6.5 Cr,"1,748 sqft",4 BHK,(4 Baths),Carpet Area,1436,"Carpet area: 1748
(162.39 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vireshwer-ashish-vile-parle-west-western-mumbai-1315-sq-ft-spid-F85025786,Vireshwer Ashish,"3 BHK Flat in Vile Parle West, Mumbai",₹5.92 Cr,"1,315 sqft",3 BHK,(3 Baths),Carpet Area,1437,"Carpet area: 1315
(122.17 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-alag-artis-pant-nagar-central-mumbai-suburbs-595-sq-ft-spid-Q84435520,Alag Artis,"2 BHK Flat in Pant Nagar, Ghatkopar",₹1.85 Cr,595 sqft,2 BHK,(2 Baths),Super Built-up Area,1438,"Super Built up area 595
(55.28 sq.m.)
Built Up area: 590 sq.ft. (54.81 sq.m.)
Carpet area: 585 sq.ft. (54.35 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-roof-top-chs-ltd-andheri-east-mumbai-andheri-dahisar-700-sq-ft-spid-U85907090,"Roof Top Chs Ltd
3.8","2 BHK Flat in Andheri East, Mumbai",₹1.91 Cr,700 sqft,2 BHK,(2 Baths),Carpet Area,1439,"Carpet area: 700
(65.03 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dn-nagar-mumbai-andheri-dahisar-585-sq-ft-spid-H85568358,Platinum tower 7,"2 BHK Flat in DN Nagar, Andheri West",₹2.21 Cr,585 sqft,2 BHK,(2 Baths),Carpet Area,129,"Carpet area: 585
(54.35 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dosti-acres-wadala-east-south-mumbai-886-sq-ft-r3-spid-J77966683,"Dosti Acres
4.3","3 BHK Flat in Wadala East, Mumbai",₹2.99 Cr,886 sqft,3 BHK,(3 Baths),Carpet Area,1440,"Carpet area: 886
(82.31 sq.m.)  
sq.ft."
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shubham-trident-ghatla-central-mumbai-1292-sq-ft-r2-spid-X78814785,Shubham Trident,"4 BHK Flat in Ghatla, Chembur East",₹4.25 Cr,"1,292 sqft",4 BHK,(4 Baths),Carpet Area,1441,"Carpet area: 1292
(120.03 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-deonar-central-mumbai-1062-sq-ft-spid-Q84110940,Deonar Chembur East,"3 BHK Flat in Deonar, Chembur East",₹3.5 Cr,"1,062 sqft",3 BHK,(3 Baths),Carpet Area,1442,"Carpet area: 1062
(98.66 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pragatee-naiyan-society-vile-parle-west-western-mumbai-1160-sq-ft-spid-R83802552,Pragatee Naiyan Society,"3 BHK Flat in Vile Parle West, Mumbai",₹4 Cr,"1,160 sqft",3 BHK,(3 Baths),Carpet Area,1443,"Carpet area: 1160
(107.77 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-venezia-raj-darshan-marol-mumbai-andheri-dahisar-700-sq-ft-spid-X83855508,Venezia Raj Darshan,"2 BHK Flat in Marol, Mumbai",₹2.19 Cr,700 sqft,2 BHK,(2 Baths),Carpet Area,72,"Carpet area: 700
(65.03 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-gurukrupa-marina-enclave-malad-west-mumbai-andheri-dahisar-680-sq-ft-spid-G84852362,"Gurukrupa Marina Enclave
4.2","1 BHK Flat in Malad West, Mumbai",₹1.27 Cr,680 sqft,1 BHK,(2 Baths),Super Built-up Area,1444,"Super Built up area 680
(63.17 sq.m.)
Built Up area: 552 sq.ft. (51.28 sq.m.)
Carpet area: 442 sq.ft. (41.06 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hubtown-seasons-chembur-central-mumbai-1187-sq-ft-spid-X84848296,Hubtown Seasons,"2 BHK Flat in Chembur, Mumbai",₹3.05 Cr,"1,187 sqft",2 BHK,(2 Baths),Super Built-up Area,1445,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-lodha-raj-infinia-evershine-nagar-mumbai-andheri-dahisar-1563-sq-ft-r1-spid-A84710936,"Lodha Raj Infinia
3.5","4 BHK Flat in Evershine Nagar, Malad West",₹4.98 Cr,"1,563 sqft",4 BHK,(4 Baths),Carpet Area,1446,"Carpet area: 1563
(145.21 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1650-sq-ft-spid-T86121312,"L&T Emerald Isle
4.2","3 BHK Flat in Powai, Mumbai",₹4.24 Cr,"1,650 sqft",3 BHK,(3 Baths),Super Built-up Area,1447,"Super Built up area 1650
(153.29 sq.m.)
Built Up area: 1360 sq.ft. (126.35 sq.m.)
Carpet area: 1060 sq.ft. (98.48 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-veridian-at-emerald-isle-powai-central-mumbai-suburbs-1504-sq-ft-spid-K86103296,L&T Veridian at Emerald Isle,"3 BHK Flat in Powai, Mumbai",₹3.82 Cr,"1,504 sqft",3 BHK,(3 Baths),Super Built-up Area,1448,"Super Built up area 1504
(139.73 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)
Carpet area: 988 sq.ft. (91.79 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-veridian-at-emerald-isle-powai-central-mumbai-suburbs-1504-sq-ft-spid-P86103260,L&T Veridian at Emerald Isle,"3 BHK Flat in Powai, Mumbai",₹3.81 Cr,"1,504 sqft",3 BHK,(3 Baths),Super Built-up Area,1449,"Super Built up area 1504
(139.73 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)
Carpet area: 989 sq.ft. (91.88 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1504-sq-ft-spid-T86103190,"L&T Emerald Isle
4.2","3 BHK Flat in Powai, Mumbai",₹3.81 Cr,"1,504 sqft",3 BHK,(3 Baths),Super Built-up Area,1450,"Super Built up area 1504
(139.73 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)
Carpet area: 990 sq.ft. (91.97 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1805-sq-ft-spid-D86103154,"L&T Emerald Isle
4.2","3 BHK Flat in Powai, Mumbai",₹3.82 Cr,"1,805 sqft",3 BHK,(3 Baths),Super Built-up Area,1451,"Super Built up area 1805
(167.69 sq.m.)
Built Up area: 1650 sq.ft. (153.29 sq.m.)
Carpet area: 990 sq.ft. (91.97 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-regent-hill-hiranandani-gardens-powai-central-mumbai-suburbs-590-sq-ft-spid-M85807458,"Hiranandani Regent Hill
3.9","1 BHK Flat in Hiranandani Gardens Powai, Mumbai",₹1.79 Cr,590 sqft,1 BHK,(2 Baths),Super Built-up Area,1452,"Super Built up area 590
(54.81 sq.m.)
Built Up area: 550 sq.ft. (51.1 sq.m.)
Carpet area: 379 sq.ft. (35.21 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-986-sq-ft-r2-spid-C80367289,"L&T Emerald Isle
4.2","2 BHK Flat in Powai, Mumbai",₹2.39 Cr,986 sqft,2 BHK,(2 Baths),Super Built-up Area,1453,"Super Built up area 986
(91.6 sq.m.)
Built Up area: 780 sq.ft. (72.46 sq.m.)
Carpet area: 635 sq.ft. (58.99 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-auris-serenity-kanchpada-mumbai-andheri-dahisar-800-sq-ft-r1-spid-H84326414,"Auris Serenity
3.6","2 BHK Flat in Kanchpada, Malad West",₹2.8 Cr,800 sqft,2 BHK,(3 Baths),Carpet Area,1454,"Carpet area: 800
(74.32 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-anant-bhoomi-mahavir-nagar-mumbai-andheri-dahisar-813-sq-ft-spid-L85743410,Anant Bhoomi,"2 BHK Flat in Mahavir Nagar, Kandivali West",₹3.3 Cr,813 sqft,2 BHK,(2 Baths),Carpet Area,1455,"Carpet area: 813
(75.53 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1805-sq-ft-r5-spid-E66003518,"L&T Emerald Isle
4.2","3 BHK Flat in Powai, Mumbai",₹4.57 Cr,"1,805 sqft",3 BHK,(3 Baths),Super Built-up Area,1456,"Super Built up area 1805
(167.69 sq.m.)
Built Up area: 1560 sq.ft. (144.93 sq.m.)
Carpet area: 1163 sq.ft. (108.05 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-986-sq-ft-r7-spid-Z68227274,"L&T Emerald Isle
4.2","2 BHK Flat in Powai, Mumbai",₹2.36 Cr,986 sqft,2 BHK,(2 Baths),Super Built-up Area,1457,"Super Built up area 986
(91.6 sq.m.)
Built Up area: 885 sq.ft. (82.22 sq.m.)
Carpet area: 644.75 sq.ft. (59.9 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1060-sq-ft-spid-N85524560,"L&T Emerald Isle
4.2","3 BHK Flat in Powai, Mumbai",₹4.25 Cr,"1,060 sqft",3 BHK,(3 Baths),Carpet Area,1458,"Carpet area: 1060
(98.48 sq.m.)  
sq.ft."
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-garodia-nagar-central-mumbai-suburbs-1220-sq-ft-spid-E84926532,Ghatkopar East,"4 BHK Flat in Garodia Nagar, Ghatkopar East",₹3.71 Cr,"1,220 sqft",4 BHK,(3 Baths),Carpet Area,1459,"Carpet area: 1220
(113.34 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-renaissance-tower-andheri-west-mumbai-andheri-dahisar-1200-sq-ft-spid-T84257920,Renaissance Tower,"3 BHK Flat in Andheri West, Mumbai",₹4.7 Cr,"1,200 sqft",3 BHK,(3 Baths),Carpet Area,130,"Carpet area: 1200
(111.48 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dharmi-pixel-ghatkopar-east-central-mumbai-suburbs-706-sq-ft-spid-A85816636,Dharmi Pixel,"2 BHK Flat in Ghatkopar East, Mumbai",₹2.96 Cr,706 sqft,2 BHK,(2 Baths),Carpet Area,1460,"Carpet area: 706
(65.59 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-grandeur-tower-asha-nagar-mumbai-andheri-dahisar-825-sq-ft-spid-T84897428,Grandeur Tower,"2 BHK Flat in Asha Nagar, Kandivali East",₹2.48 Cr,825 sqft,2 BHK,(3 Baths),Carpet Area,1461,"Carpet area: 825
(76.65 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-neptune-living-point-ganesh-nagar-central-mumbai-suburbs-814-sq-ft-spid-S84189400,"Neptune Living Point
3.7","3 BHK Flat in Ganesh Nagar, Bhandup West",₹1.85 Cr,814 sqft,3 BHK,(2 Baths),Carpet Area,1462,"Carpet area: 814
(75.62 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-rustomjee-bella-bhandup-west-central-mumbai-suburbs-425-sq-ft-spid-J83490112,Rustomjee Bella,"1 BHK Flat in Bhandup West, Mumbai",₹1.11 Cr,425 sqft,1 BHK,(2 Baths),Carpet Area,1463,
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-vikhroli-east-central-mumbai-suburbs-485-sq-ft-spid-A86008334,Aadityaraj one,"1 BHK Flat in Vikhroli East, Mumbai",₹99 Lac,485 sqft,1 BHK,(2 Baths),Carpet Area,1464,"Carpet area: 485
(45.06 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-prime-legacy-dahisar-west-mumbai-andheri-dahisar-880-sq-ft-spid-B84902526,Prime Legacy,"3 BHK Flat in Dahisar West, Mumbai",₹2.35 Cr,880 sqft,3 BHK,(2 Baths),Carpet Area,1465,"Carpet area: 880
(81.75 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-vaibhavlaxmi-queens-glory-chembur-central-mumbai-420-sq-ft-spid-F85990582,VaibhavLaxmi Queens Glory,"1 BHK Flat in Chembur, Mumbai",₹1.2 Cr,420 sqft,1 BHK,(2 Baths),Carpet Area,1466,"Carpet area: 420
(39.02 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hubtown-seasons-chembur-central-mumbai-750-sq-ft-spid-N86033912,Hubtown Seasons,"2 BHK Flat in Chembur, Mumbai",₹3 Cr,750 sqft,2 BHK,(2 Baths),Carpet Area,1467,"Carpet area: 750
(69.68 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-runwal-elegante-shastri-nagar-andheri-west-western-mumbai-1314-sq-ft-spid-V85482834,"Runwal Elegante
4.0","3 BHK Flat in Shastri Nagar , Andheri West, Mumbai",₹5.9 Cr,"1,314 sqft",3 BHK,(3 Baths),Carpet Area,131,"Carpet area: 1314
(122.07 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-silva-point-chembur-east-central-mumbai-1000-sq-ft-spid-Q85344602,Silva Point,"2 BHK Flat in Chembur East, Mumbai",₹2.6 Cr,"1,000 sqft",2 BHK,(2 Baths),Super Built-up Area,1468,"Super Built up area 1000
(92.9 sq.m.)
Built Up area: 900 sq.ft. (83.61 sq.m.)
Carpet area: 810 sq.ft. (75.25 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vaibhavlaxmi-queens-glory-chembur-central-mumbai-1300-sq-ft-spid-M85081638,VaibhavLaxmi Queens Glory,"2 BHK Flat in Chembur, Mumbai",₹2.5 Cr,"1,300 sqft",2 BHK,(2 Baths),Super Built-up Area,1469,"Super Built up area 1300
(120.77 sq.m.)
Built Up area: 1000 sq.ft. (92.9 sq.m.)
Carpet area: 730 sq.ft. (67.82 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ten-bkc-bandra-east-western-mumbai-2000-sq-ft-spid-E84440890,Ten BKC,"3 BHK Flat in Bandra East, Mumbai",₹8.7 Cr,"2,000 sqft",3 BHK,(3 Baths),Super Built-up Area,1470,"Super Built up area 2000
(185.81 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)
Carpet area: 1432 sq.ft. (133.04 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ruparel-iris-matunga-west-mumbai-south-1000-sq-ft-spid-A84309650,Ruparel Iris,"2 BHK Flat in Matunga West, Mumbai",₹3.6 Cr,"1,000 sqft",2 BHK,(2 Baths),Super Built-up Area,1471,"Super Built up area 1000
(92.9 sq.m.)
Built Up area: 925 sq.ft. (85.94 sq.m.)
Carpet area: 767 sq.ft. (71.26 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-om-sai-chembur-nandadeep-chsl-chembur-central-mumbai-900-sq-ft-spid-M84197762,Om Sai Chembur Nandadeep Chsl,"2 BHK Flat in Chembur, Mumbai",₹1.65 Cr,900 sqft,2 BHK,(2 Baths),Super Built-up Area,1472,"Super Built up area 900
(83.61 sq.m.)
Built Up area: 750 sq.ft. (69.68 sq.m.)
Carpet area: 610 sq.ft. (56.67 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-utpan-aarham-andheri-east-mumbai-andheri-dahisar-687-sq-ft-spid-G86135238,Utpan Aarham,"2 BHK Flat in Andheri East, Mumbai",₹2.47 Cr,687 sqft,2 BHK,(2 Baths),Carpet Area,1473,"Carpet area: 687
(63.82 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mamtora-shree-govind-krupa-malad-west-mumbai-andheri-dahisar-413-sq-ft-r2-spid-Y81813964,Mamtora Shree Govind Krupa,"1 BHK Flat in Malad West, Mumbai",₹1.24 Cr,413 sqft,1 BHK,(2 Baths),Carpet Area,1474,"Carpet area: 413
(38.37 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-piramal-aranya-byculla-south-mumbai-1100-sq-ft-r1-spid-W82334838,Piramal Aranya,"3 BHK Flat in Byculla, Mumbai",₹4.9 Cr,"1,100 sqft",3 BHK,(3 Baths),Super Built-up Area,1475,"Super Built up area 1100
(102.19 sq.m.)
Built Up area: 1070 sq.ft. (99.41 sq.m.)
Carpet area: 920 sq.ft. (85.47 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-piramal-aranya-byculla-south-mumbai-1300-sq-ft-r1-spid-R82336948,Piramal Aranya,"3 BHK Flat in Byculla, Mumbai",₹5.7 Cr,"1,300 sqft",3 BHK,(3 Baths),Super Built-up Area,1476,"Super Built up area 1300
(120.77 sq.m.)
Built Up area: 1272 sq.ft. (118.17 sq.m.)
Carpet area: 1092 sq.ft. (101.45 sq.m.)  
sq.ft."
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-rustomjee-seasons-kala-nagar-western-mumbai-2200-sq-ft-spid-V85073506,"Rustomjee Seasons
4.1","4 BHK Flat in Kala Nagar, Bandra",₹16 Cr,"2,200 sqft",4 BHK,(6 Baths),Super Built-up Area,1477,"Super Built up area 2200
(204.39 sq.m.)
Built Up area: 2150 sq.ft. (199.74 sq.m.)
Carpet area: 1923 sq.ft. (178.65 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-magnus-bandra-east-western-mumbai-1121-sq-ft-spid-W83487822,Kalpataru Magnus,"3 BHK Flat in Bandra East, Mumbai",₹7.78 Cr,"1,121 sqft",3 BHK,(3 Baths),Carpet Area,257,
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-rustomjee-seasons-bandra-east-western-mumbai-1723-sq-ft-spid-E84366884,"Rustomjee Seasons
4.1","4 BHK Flat in Bandra East, Mumbai",₹12.75 Cr,"1,723 sqft",4 BHK,(4 Baths),Carpet Area,258,"Carpet area: 1723
(160.07 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-options-infra-kinara-jvpd-scheme-western-mumbai-1138-sq-ft-spid-T84311878,Options Infra Kinara,"3 BHK Flat in Jvpd Scheme, Vile Parle",₹7 Cr,"1,138 sqft",3 BHK,(3 Baths),Carpet Area,1478,"Carpet area: 1138
(105.72 sq.m.)  
sq.ft."
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-options-infra-kinara-jvpd-scheme-western-mumbai-1760-sq-ft-spid-K84307722,Options Infra Kinara,"4 BHK Flat in Jvpd Scheme, Vile Parle",₹11 Cr,"1,760 sqft",4 BHK,(4 Baths),Carpet Area,1479,"Carpet area: 1760
(163.51 sq.m.)  
sq.ft."
https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-sky-city-by-oberoi-realty-borivali-east-mumbai-andheri-dahisar-2600-sq-ft-spid-C83823938,"Sky City by Oberoi Realty
4.2","6 BHK Flat in Borivali East, Mumbai",₹13.5 Cr,"2,600 sqft",6 BHK,(6 Baths),Super Built-up Area,1480,"Super Built up area 2600
(241.55 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)
Carpet area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sky-city-by-oberoi-realty-dattapada-mumbai-andheri-dahisar-1450-sq-ft-spid-A83655252,"Sky City by Oberoi Realty
4.2","3 BHK Flat in Dattapada, Borivali East",₹4.8 Cr,"1,450 sqft",3 BHK,(3 Baths),Super Built-up Area,1481,"Super Built up area 1450
(134.71 sq.m.)
Built Up area: 1250 sq.ft. (116.13 sq.m.)
Carpet area: 1094 sq.ft. (101.64 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dattani-park-kandivali-east-mumbai-andheri-dahisar-650-sq-ft-spid-O84823848,Dattani Park,"2 BHK Flat in Kandivali East, Mumbai",₹1.65 Cr,650 sqft,2 BHK,(2 Baths),Carpet Area,1482,"Carpet area: 650
(60.39 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhawa-the-nest-dn-nagar-mumbai-andheri-dahisar-1300-sq-ft-spid-F85872030,Wadhawa The Nest,"3 BHK Flat in DN Nagar, Andheri West",₹4.5 Cr,"1,300 sqft",3 BHK,(3 Baths),Carpet Area,132,"Carpet area: 1300
(120.77 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-vile-parle-east-western-mumbai-485-sq-ft-spid-L86182178,Ashoka Apartment,"1 BHK Flat in Vile Parle East, Mumbai",₹1.95 Cr,485 sqft,1 BHK,(1 Bath),Carpet Area,1483,"Carpet area: 485
(45.06 sq.m.)  
sq.ft."
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ng-royal-park-kanjurmarg-east-central-mumbai-suburbs-735-sq-ft-spid-B86099060,"NG Royal Park
3.8","2 BHK Flat in Kanjurmarg East, Mumbai",₹1.45 Cr,735 sqft,2 BHK,(2 Baths),Super Built-up Area,1484,"Super Built up area 735
(68.28 sq.m.)
Built Up area: 695 sq.ft. (64.57 sq.m.)
Carpet area: 635 sq.ft. (58.99 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-verona-chs-hiranandani-gardens-powai-central-mumbai-suburbs-1695-sq-ft-spid-E86138808,"Hiranandani Verona CHS
4.1","3 BHK Flat in Hiranandani Gardens Powai, Mumbai",₹7.75 Cr,"1,695 sqft",3 BHK,(3 Baths),Built-up Area,1485,"Built Up area: 1695
(157.47 sq.m.)
Carpet area: 1400 sq.ft. (130.06 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-chembur-gaothan-central-mumbai-565-sq-ft-spid-G86137142,umed bhavan,"1 BHK Flat in Chembur Gaothan, Mumbai",₹1.6 Cr,565 sqft,1 BHK,(2 Baths),Carpet Area,1486,"Carpet area: 565
(52.49 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-neelkanth-regent-pant-nagar-central-mumbai-suburbs-1085-sq-ft-spid-H86134154,"Neelkanth Regent
4.2","3 BHK Flat in Pant Nagar, Ghatkopar",₹4.25 Cr,"1,085 sqft",3 BHK,(3 Baths),Carpet Area,1487,"Carpet area: 1085
(100.8 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jai-bhavani-central-mumbai-suburbs-1310-sq-ft-spid-I86130120,Jai Bhavani,"3 BHK Flat in 60 feet road, Mumbai",₹3.99 Cr,"1,310 sqft",3 BHK,(3 Baths),Built-up Area,1488,"Built Up area: 1310
(121.7 sq.m.)
Carpet area: 1092 sq.ft. (101.45 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mukteshwar-chs-kanjurmarg-east-central-mumbai-suburbs-600-sq-ft-spid-G86116704,Mukteshwar CHS,"1 BHK Flat in Kanjurmarg East, Mumbai",₹1 Cr,600 sqft,1 BHK,(1 Bath),Super Built-up Area,1489,"Super Built up area 600
(55.74 sq.m.)
Built Up area: 550 sq.ft. (51.1 sq.m.)
Carpet area: 500 sq.ft. (46.45 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-shraddha-autumn-park-kanjurmarg-east-central-mumbai-suburbs-500-sq-ft-spid-Z86116544,Shraddha Autumn Park,"1 BHK Flat in Kanjurmarg East, Mumbai",₹82 Lac,500 sqft,1 BHK,(2 Baths),Super Built-up Area,1490,"Super Built up area 500
(46.45 sq.m.)
Built Up area: 430 sq.ft. (39.95 sq.m.)
Carpet area: 375 sq.ft. (34.84 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ng-royal-park-kanjurmarg-east-central-mumbai-suburbs-495-sq-ft-spid-S86067632,"NG Royal Park
3.8","1 BHK Flat in Kanjurmarg East, Mumbai",₹98 Lac,495 sqft,1 BHK,(1 Bath),Super Built-up Area,1491,"Super Built up area 495
(45.99 sq.m.)
Built Up area: 435 sq.ft. (40.41 sq.m.)
Carpet area: 385 sq.ft. (35.77 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-shree-raj-rajeshwari-chs-kanjurmarg-east-central-mumbai-suburbs-550-sq-ft-spid-A86111338,Shree Raj Rajeshwari CHS,"1 BHK Flat in Kanjurmarg East, Mumbai",₹95 Lac,550 sqft,1 BHK,(1 Bath),Super Built-up Area,1492,"Super Built up area 550
(51.1 sq.m.)
Built Up area: 520 sq.ft. (48.31 sq.m.)
Carpet area: 500 sq.ft. (46.45 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-everest-chs-damle-colony-central-mumbai-suburbs-450-sq-ft-spid-X86110524,Everest CHS,"1 BHK Flat in Damle Colony, Kanjurmarg East",₹97 Lac,450 sqft,1 BHK,(1 Bath),Super Built-up Area,1493,"Super Built up area 450
(41.81 sq.m.)
Built Up area: 430 sq.ft. (39.95 sq.m.)
Carpet area: 420 sq.ft. (39.02 sq.m.)  
sq.ft."
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-datar-colony-central-mumbai-suburbs-420-sq-ft-spid-M86110802,Chandrachayya Apartment,"1 BHK Flat in Datar Colony, Kanjurmarg East",₹85 Lac,420 sqft,1 BHK,(1 Bath),Super Built-up Area,1494,"Super Built up area 420
(39.02 sq.m.)
Built Up area: 400 sq.ft. (37.16 sq.m.)
Carpet area: 380 sq.ft. (35.3 sq.m.)  
sq.ft."
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-eldora-hiranandani-gardens-powai-central-mumbai-suburbs-1755-sq-ft-r1-spid-L82813770,Hiranandani Eldora,"3 BHK Flat in Hiranandani Gardens Powai, Mumbai",₹7 Cr,"1,755 sqft",3 BHK,(3 Baths),Super Built-up Area,1495,"Super Built up area 1755
(163.04 sq.m.)
Carpet area: 1400 sq.ft. (130.06 sq.m.)  
sq.ft."
